1670809499521,55,20,6,0.8,0.1,0.1
1670809500021,122,43,15,0.8,0.1,0.1
1670809500521,190,61,27,0.8,0.1,0.1
1670809501022,239,73,37,0.8,0.1,0.1
1670809501522,295,89,44,0.8,0.1,0.1
1670809502022,372,112,52,0.8,0.1,0.1
1670809502522,438,132,58,0.8,0.1,0.1
1670809503023,504,153,72,0.8,0.1,0.1
1670809503523,573,173,81,0.8,0.1,0.1
1670809504023,631,189,86,0.8,0.1,0.1
1670809504523,695,210,93,0.8,0.1,0.1
1670809505023,730,229,100,0.8,0.1,0.1
1670809505524,762,240,103,0.8,0.1,0.1
1670809506024,789,259,106,0.8,0.1,0.1
1670809506524,774,273,104,0.8,0.1,0.1
1670809507024,778,286,102,0.8,0.1,0.1
1670809507525,782,299,103,0.8,0.1,0.1
1670809508025,781,306,100,0.8,0.1,0.1
1670809508525,742,313,95,0.8,0.1,0.1
1670809509026,721,315,91,0.8,0.1,0.1
1670809509526,692,325,88,0.8,0.1,0.1
1670809510026,661,335,87,0.8,0.1,0.1
1670809510526,623,338,88,0.8,0.1,0.1
1670809511027,595,347,86,0.8,0.1,0.1
1670809511527,561,358,81,0.8,0.1,0.1
1670809512027,529,370,76,0.8,0.1,0.1
1670809512527,536,369,70,0.8,0.1,0.1
1670809513028,529,357,69,0.8,0.1,0.1
1670809513528,508,336,61,0.807092,0.131915,0.0609929
1670809514028,479,321,61,0.627692,0.292923,0.0793846
1670809514529,467,309,56,0.63154,0.293643,0.0748166
1670809515029,441,296,51,0.80749,0.133704,0.0588057
1670809515529,413,276,51,0.66586,0.265133,0.0690073
1670809516030,403,263,49,0.807623,0.134303,0.0580742
1670809516530,374,251,46,0.663089,0.265951,0.07096
1670809517030,340,256,41,0.682961,0.246063,0.0709753
1670809517531,322,249,33,0.683109,0.244652,0.0722385
1670809518031,298,239,31,0.649939,0.278667,0.0713939
1670809518531,279,226,29,0.653144,0.268327,0.0785291
1670809519032,255,215,24,0.656802,0.270644,0.0725537
1670809519532,224,208,19,0.640147,0.287047,0.0728054
1670809520032,216,198,17,0.657888,0.268327,0.0737841
1670809520533,207,185,17,0.67612,0.247873,0.0760068
1670809521033,177,180,11,0.658133,0.269877,0.0719906
1670809521533,144,164,10,0.881804,0.0180354,0.100161
1670809522033,108,167,1,0.89106,0.0139073,0.0950331
1670809522534,80,163,0,0.875459,0.0180301,0.106511
1670809523034,44,162,7,0.625259,0.285906,0.0888347
1670809523534,22,149,5,0.847934,0.0330579,0.119008
1670809524035,16,149,2,0.639952,0.269737,0.090311
1670809524535,14,135,2,0.843359,0.0355725,0.121069
1670809525035,23,128,0,0.845201,0.0363777,0.118421
1670809525536,13,123,0,0.66642,0.241651,0.0919285
1670809526036,16,113,2,0.842836,0.037223,0.119941
1670809526536,21,109,5,0.719272,0.178169,0.102558
1670809527037,21,108,1,0.767389,0.041049,0.191562
1670809527537,22,108,2,0.785621,0.0472767,0.167102
1670809528037,16,117,0,0.785428,0.12207,0.0925026
1670809528537,13,109,3,0.783178,0.108411,0.108411
1670809529038,20,102,2,0.8,0.1,0.1
1670809529538,17,110,1,0.800407,0.101833,0.0977597
1670809530038,15,108,2,0.8,0.1,0.1
1670809530539,20,111,0,0.800203,0.100915,0.0988821
1670809531039,15,114,3,0.8,0.1,0.1
1670809531539,21,119,0,0.800804,0.103618,0.0955779
1670809532040,13,119,3,0.785351,0.107325,0.107325
1670809532540,15,126,6,0.8,0.1,0.1
1670809533040,14,124,1,0.8,0.1,0.1
1670809533540,18,123,5,0.8,0.1,0.1
1670809534041,20,127,5,0.8,0.1,0.1
1670809534541,15,121,2,0.8,0.1,0.1
1670809535041,10,122,2,0.790674,0.104663,0.104663
1670809535542,11,120,2,0.782784,0.108608,0.108608
1670809536042,15,118,4,0.8,0.1,0.1
1670809536542,11,126,2,0.780241,0.109879,0.109879
1670809537042,16,126,3,0.8,0.1,0.1
1670809537543,20,133,3,0.800436,0.101963,0.0976009
1670809538043,14,138,0,0.800428,0.101927,0.0976445
1670809538543,6,140,2,0.793286,0.110125,0.0965891
1670809539044,9,139,2,0.796495,0.107229,0.096276
1670809539544,5,141,1,0.780603,0.109698,0.109698
1670809540044,11,149,2,0.8,0.1,0.1
1670809540545,9,155,2,0.8,0.1,0.1
1670809541045,17,153,2,0.800632,0.102842,0.0965263
1670809541545,17,158,4,0.8,0.1,0.1
1670809542045,14,157,3,0.8,0.1,0.1
1670809542546,6,165,4,0.773695,0.113152,0.113152
1670809543046,12,178,3,0.8,0.1,0.1
1670809543546,13,185,1,0.800422,0.101899,0.0976793
1670809544047,8,190,4,0.8,0.1,0.1
1670809544547,11,204,4,0.8,0.1,0.1
1670809545047,11,206,2,0.8,0.1,0.1
1670809545547,8,211,4,0.8,0.1,0.1
1670809546048,8,217,2,0.794955,0.10555,0.0994955
1670809546548,8,217,4,0.785498,0.107251,0.107251
1670809547048,6,212,2,0.796471,0.105138,0.0983913
1670809547548,11,217,5,0.8,0.1,0.1
1670809548049,6,221,1,0.798111,0.104617,0.0972718
1670809548549,15,225,3,0.8,0.1,0.1
1670809549049,7,230,4,0.8,0.1,0.1
1670809549550,7,239,8,0.792539,0.103731,0.103731
1670809550050,4,243,6,0.786792,0.106604,0.106604
