1670811232990,52,21,16,0.8,0.1,0.1
1670811233491,121,45,25,0.8,0.1,0.1
1670811233991,179,58,36,0.8,0.1,0.1
1670811234491,248,84,45,0.8,0.1,0.1
1670811234991,303,99,55,0.8,0.1,0.1
1670811235491,375,107,57,0.8,0.1,0.1
1670811235991,451,128,68,0.8,0.1,0.1
1670811236492,492,146,74,0.8,0.1,0.1
1670811236992,521,153,80,0.8,0.1,0.1
1670811237492,553,161,83,0.8,0.1,0.1
1670811237992,559,171,85,0.8,0.1,0.1
1670811238492,578,189,93,0.8,0.1,0.1
1670811238993,554,191,88,0.8,0.1,0.1
1670811239493,514,196,85,0.8,0.1,0.1
1670811239993,503,199,84,0.8,0.1,0.1
1670811240493,466,201,86,0.8,0.1,0.1
1670811240993,433,210,78,0.8,0.1,0.1
1670811241494,426,215,76,0.8,0.1,0.1
1670811241994,397,222,73,0.8,0.1,0.1
1670811242494,377,227,69,0.8,0.1,0.1
1670811242994,337,228,61,0.8,0.1,0.1
1670811243494,317,238,58,0.8,0.1,0.1
1670811243994,273,254,55,0.8,0.1,0.1
1670811244494,252,261,51,0.8,0.1,0.1
1670811244995,222,264,50,0.8,0.1,0.1
1670811245495,197,271,59,0.8,0.1,0.1
1670811245995,170,276,56,0.8,0.1,0.1
1670811246495,127,281,53,0.8,0.1,0.1
1670811246995,96,293,54,0.8,0.1,0.1
1670811247496,68,300,53,0.8,0.1,0.1
1670811247996,40,305,47,0.8,0.1,0.1
1670811248496,2,307,41,0.8,0.1,0.1
1670811248996,3,311,44,0.8,0.1,0.1
1670811249496,6,323,41,0.8,0.1,0.1
1670811249997,2,329,39,0.8,0.1,0.1
1670811250497,4,335,36,0.8,0.1,0.1
1670811250997,4,342,35,0.8,0.1,0.1
1670811251497,1,341,37,0.8,0.1,0.1
1670811251997,1,350,37,0.8,0.1,0.1
1670811252497,0,356,39,0.8,0.1,0.1
1670811252998,5,364,40,0.8,0.1,0.1
1670811253498,1,370,33,0.8,0.1,0.1
1670811253998,0,381,29,0.8,0.1,0.1
1670811254498,0,392,33,0.8,0.1,0.1
1670811254998,4,392,32,0.8,0.1,0.1
1670811255498,3,401,28,0.8,0.1,0.1
1670811255999,1,409,25,0.8,0.1,0.1
1670811256499,1,413,18,0.8,0.1,0.1
1670811256999,2,416,14,0.8,0.1,0.1
1670811257499,1,422,17,0.8,0.1,0.1
1670811257999,0,433,22,0.8,0.1,0.1
1670811258499,0,439,21,0.8,0.1,0.1
1670811259000,0,445,15,0.8,0.1,0.1
1670811259500,0,448,10,0.8,0.1,0.1
1670811260000,0,458,11,0.8,0.1,0.1
1670811260500,11,468,8,0.8,0.1,0.1
1670811261000,24,475,4,0.8,0.1,0.1
1670811261501,20,483,3,0.8,0.1,0.1
1670811262001,10,486,3,0.8,0.1,0.1
1670811262501,29,497,3,0.8,0.1,0.1
1670811263001,23,504,7,0.8,0.1,0.1
1670811263501,21,513,1,0.8,0.1,0.1
1670811264001,19,519,1,0.8,0.1,0.1
1670811264502,15,520,5,0.8,0.1,0.1
1670811265002,18,528,4,0.8,0.1,0.1
1670811265502,16,535,2,0.8,0.1,0.1
1670811266002,16,542,1,0.8,0.1,0.1
1670811266502,22,551,3,0.8,0.1,0.1
1670811267003,23,561,2,0.8,0.1,0.1
1670811267503,18,571,3,0.8,0.1,0.1
1670811268003,17,570,1,0.8,0.1,0.1
1670811268503,17,579,3,0.8,0.1,0.1
1670811269003,19,585,1,0.8,0.1,0.1
1670811269503,18,597,4,0.8,0.1,0.1
1670811270004,20,608,6,0.8,0.1,0.1
1670811270504,19,614,4,0.8,0.1,0.1
1670811271004,22,617,1,0.8,0.1,0.1
1670811271504,17,628,1,0.8,0.1,0.1
1670811272004,15,638,5,0.8,0.1,0.1
1670811272505,16,641,2,0.8,0.1,0.1
1670811273005,9,643,4,0.8,0.1,0.1
1670811273505,11,648,4,0.8,0.1,0.1
1670811274005,13,653,3,0.8,0.1,0.1
1670811274505,10,659,2,0.8,0.1,0.1
1670811275006,19,668,3,0.8,0.1,0.1
1670811275506,15,672,5,0.8,0.1,0.1
1670811276006,15,677,3,0.8,0.1,0.1
1670811276506,21,691,3,0.8,0.1,0.1
1670811277006,17,698,5,0.8,0.1,0.1
1670811277507,20,705,0,0.8,0.1,0.1
1670811278007,18,712,5,0.8,0.1,0.1
1670811278507,21,711,4,0.8,0.1,0.1
1670811279007,9,723,9,0.8,0.1,0.1
1670811279507,13,728,6,0.8,0.1,0.1
1670811280008,10,726,3,0.8,0.1,0.1
1670811280508,12,728,3,0.8,0.1,0.1
1670811281008,12,731,5,0.8,0.1,0.1
1670811281508,11,739,1,0.8,0.1,0.1
1670811282008,12,751,2,0.8,0.1,0.1
1670811282509,17,753,2,0.8,0.1,0.1
1670811283009,20,765,3,0.8,0.1,0.1
1670811283509,19,772,3,0.8,0.1,0.1
1670811284009,22,782,2,0.8,0.1,0.1
1670811284509,15,782,3,0.8,0.1,0.1
1670811285009,20,789,0,0.8,0.1,0.1
