mydata,1,1670811237637,1670811233419
mydata,1,1670811237637,1670811233423
mydata,1,1670811237637,1670811233436
mydata,1,1670811237637,1670811233449
mydata,1,1670811237637,1670811233452
mydata,1,1670811237637,1670811233455
mydata,1,1670811237637,1670811233463
mydata,1,1670811237637,1670811233469
mydata,2,1670811237637,1670811232780
mydata,3,1670811237637,1670811232933
mydata,1,1670811238138,1670811233973
mydata,1,1670811238138,1670811233980
mydata,1,1670811238138,1670811233983
mydata,1,1670811238138,1670811234008
mydata,1,1670811238138,1670811234029
mydata,1,1670811238138,1670811234042
mydata,1,1670811238138,1670811234043
mydata,1,1670811238138,1670811234043
mydata,2,1670811238138,1670811233009
mydata,3,1670811238138,1670811233234
mydata,1,1670811238639,1670811234415
mydata,1,1670811238639,1670811234437
mydata,1,1670811238639,1670811234443
mydata,1,1670811238639,1670811234446
mydata,1,1670811238639,1670811234452
mydata,1,1670811238639,1670811234457
mydata,1,1670811238639,1670811234461
mydata,1,1670811238639,1670811234461
mydata,2,1670811238639,1670811233190
mydata,3,1670811238639,1670811233792
mydata,1,1670811239141,1670811235185
mydata,1,1670811239141,1670811235185
mydata,1,1670811239141,1670811235193
mydata,1,1670811239141,1670811235199
mydata,1,1670811239141,1670811235204
mydata,1,1670811239141,1670811235210
mydata,1,1670811239141,1670811235216
mydata,1,1670811239141,1670811235223
mydata,2,1670811239141,1670811233452
mydata,3,1670811239141,1670811234298
mydata,1,1670811239642,1670811235836
mydata,1,1670811239642,1670811235839
mydata,1,1670811239642,1670811235839
mydata,1,1670811239642,1670811235843
mydata,1,1670811239642,1670811235846
mydata,1,1670811239642,1670811235854
mydata,1,1670811239642,1670811235871
mydata,1,1670811239642,1670811235884
mydata,2,1670811239642,1670811233884
mydata,3,1670811239642,1670811234862
mydata,1,1670811240143,1670811236479
mydata,1,1670811240143,1670811236483
mydata,1,1670811240143,1670811236490
mydata,1,1670811240143,1670811236490
mydata,1,1670811240143,1670811236493
mydata,1,1670811240143,1670811236509
mydata,1,1670811240143,1670811236514
mydata,1,1670811240143,1670811236522
mydata,2,1670811240143,1670811234146
mydata,3,1670811240143,1670811235801
mydata,1,1670811240644,1670811237302
mydata,1,1670811240644,1670811237303
mydata,1,1670811240644,1670811237303
mydata,1,1670811240644,1670811237314
mydata,1,1670811240644,1670811237314
mydata,1,1670811240644,1670811237322
mydata,1,1670811240644,1670811237329
mydata,1,1670811240644,1670811237339
mydata,2,1670811240644,1670811234376
mydata,3,1670811240644,1670811236450
mydata,1,1670811241146,1670811237943
mydata,1,1670811241146,1670811237958
mydata,1,1670811241146,1670811237961
mydata,1,1670811241146,1670811237965
mydata,1,1670811241146,1670811237968
mydata,1,1670811241146,1670811237971
mydata,1,1670811241146,1670811237980
mydata,1,1670811241146,1670811238002
mydata,2,1670811241146,1670811234659
mydata,3,1670811241146,1670811237089
mydata,1,1670811241647,1670811238471
mydata,1,1670811241647,1670811238488
mydata,1,1670811241647,1670811238507
mydata,1,1670811241647,1670811238511
mydata,1,1670811241647,1670811238520
mydata,1,1670811241647,1670811238524
mydata,1,1670811241647,1670811238530
mydata,1,1670811241647,1670811238531
mydata,2,1670811241647,1670811235130
mydata,3,1670811241647,1670811237780
mydata,1,1670811242148,1670811239215
mydata,1,1670811242148,1670811239237
mydata,1,1670811242148,1670811239243
mydata,1,1670811242148,1670811239243
